filename	ann_id	label	start_span	end_span	text
caso_clinico_psiquiatria44	T5	DEPARTAMENTO	1388	1409	Consulta Psiquiátrica
caso_clinico_psiquiatria44	T6	DEPARTAMENTO	4821	4842	consulta psiquiátrica
caso_clinico_psiquiatria44	T7	FAC_GEN	685	692	fábrica
caso_clinico_psiquiatria44	T8	FAC_GEN	754	761	fábrica
caso_clinico_psiquiatria44	T9	FAC_GEN	139	148	guardería
caso_clinico_psiquiatria44	T10	FAC_GEN	1978	1985	iglesia
caso_clinico_psiquiatria44	T11	FAC_GEN	5541	5548	iglesia
caso_clinico_psiquiatria44	T12	DEPARTAMENTO	1154	1157	ORL
caso_clinico_psiquiatria44	T13	GEO_GEN	3602	3605	río
caso_clinico_psiquiatria44	T14	DEPARTAMENTO	1733	1736	UHP
caso_clinico_psiquiatria44	T15	DEPARTAMENTO	1558	1597	Unidad de Hospitalización Parcial (UHP)
caso_clinico_psiquiatria10	T1	FAC_GEN	748	751	CAD
caso_clinico_psiquiatria10	T2	FAC_GEN	910	913	CAD
caso_clinico_psiquiatria10	T3	FAC_GEN	4280	4283	CAD
caso_clinico_psiquiatria10	T4	FAC_GEN	1326	1331	calle
caso_clinico_psiquiatria10	T5	FAC_GEN	1296	1300	casa
caso_clinico_psiquiatria10	T6	FAC_GEN	578	622	Centro de Atención a Drogodependencias (CAD)
caso_clinico_psiquiatria10	T7	FAC_GEN	835	856	Comunidad Terapéutica
caso_clinico_psiquiatria10	T8	FAC_GEN	3939	3965	Comunidad Terapéutica (CT)
caso_clinico_psiquiatria10	T9	FAC_GEN	4129	4131	CT
caso_clinico_psiquiatria10	T11	FAC_GEN	362	370	vivienda
caso_clinico_psiquiatria10	T19	FAC_GEN	665	681	hospital general
caso_clinico_psiquiatria10	T21	TRANSPORTE	4241	4273	visita programada de seguimiento
caso_clinico_psiquiatria211	T1	GPE_NOM	3490	3496	Brasil
caso_clinico_psiquiatria211	T2	GPE_NOM	4415	4421	Brasil
caso_clinico_psiquiatria211	T3	FAC_GEN	7460	7464	casa
caso_clinico_psiquiatria211	T4	FAC_GEN	2534	2540	centro
caso_clinico_psiquiatria211	T5	FAC_GEN	1910	1935	Centro de Primera Acogida
caso_clinico_psiquiatria211	T6	DEPARTAMENTO	16201	16213	Citogenética
caso_clinico_psiquiatria211	T7	FAC_GEN	1960	1980	clínica psiquiátrica
caso_clinico_psiquiatria211	T8	FAC_GEN	4993	5013	clínica psiquiátrica
caso_clinico_psiquiatria211	T9	FAC_GEN	6643	6649	cocina
caso_clinico_psiquiatria211	T10	GPE_GEN	5251	5269	Comunidad Autónoma
caso_clinico_psiquiatria211	T11	FAC_GEN	3251	3260	domicilio
caso_clinico_psiquiatria211	T12	FAC_GEN	6656	6665	domicilio
caso_clinico_psiquiatria211	T13	GPE_NOM	4268	4274	España
caso_clinico_psiquiatria211	T14	GPE_NOM	4717	4723	España
caso_clinico_psiquiatria211	T15	FAC_GEN	5556	5573	estación de metro
caso_clinico_psiquiatria211	T16	TRANSPORTE	3230	3235	fugas
caso_clinico_psiquiatria211	T17	FAC_GEN	1991	1999	hospital
caso_clinico_psiquiatria211	T18	FAC_GEN	2714	2722	hospital
caso_clinico_psiquiatria211	T19	FAC_GEN	2755	2763	hospital
caso_clinico_psiquiatria211	T20	FAC_GEN	1382	1399	hospital infantil
caso_clinico_psiquiatria211	T21	FAC_GEN	664	685	hospital psiquiátrico
caso_clinico_psiquiatria211	T22	FAC_GEN	3918	3939	hospital psiquiátrico
caso_clinico_psiquiatria211	T23	TRANSPORTE	6730	6735	metro
caso_clinico_psiquiatria211	T24	DEPARTAMENTO	7951	7961	Neurología
caso_clinico_psiquiatria211	T25	GPE_GEN	5395	5407	nuestro país
caso_clinico_psiquiatria211	T26	DEPARTAMENTO	12308	12314	planta
caso_clinico_psiquiatria211	T27	DEPARTAMENTO	7008	7040	Planta de Agudos del Psiquiatría
caso_clinico_psiquiatria211	T28	DEPARTAMENTO	4949	4960	Psiquiatría
caso_clinico_psiquiatria211	T29	DEPARTAMENTO	6269	6280	Psiquiatría
caso_clinico_psiquiatria211	T30	TRANSPORTE	914	929	silla de ruedas
caso_clinico_psiquiatria211	T31	TRANSPORTE	1945	1953	traslado
caso_clinico_psiquiatria211	T32	DEPARTAMENTO	1786	1789	UCI
caso_clinico_psiquiatria211	T33	DEPARTAMENTO	2748	2751	UCI
caso_clinico_psiquiatria211	T34	DEPARTAMENTO	4850	4853	UCI
caso_clinico_psiquiatria211	T35	DEPARTAMENTO	4925	4928	UCI
caso_clinico_psiquiatria211	T36	DEPARTAMENTO	10900	10903	UCI
caso_clinico_psiquiatria211	T37	DEPARTAMENTO	5741	5770	Unidad de Cuidados Intensivos
caso_clinico_psiquiatria211	T38	DEPARTAMENTO	44	79	Unidad de Cuidados Intensivos (UCI)
caso_clinico_psiquiatria211	T39	DEPARTAMENTO	8424	8433	Urgencias
caso_clinico_psiquiatria211	T40	DEPARTAMENTO	5475	5484	urgencias
caso_clinico_psiquiatria211	T41	TRANSPORTE	1590	1598	vehículo
caso_clinico_psiquiatria211	T47	DEPARTAMENTO	6763	6786	servicios de emergencia
caso_clinico_psiquiatria211	T48	DEPARTAMENTO	5524	5548	servicios de emergencias
caso_clinico_psiquiatria211	T42	DEPARTAMENTO	7999	8011	Citogenética
caso_clinico_oftalmologia191	T1	FAC_GEN	382	388	centro
caso_clinico_oftalmologia191	T2	FAC_GEN	1716	1725	domicilio
caso_clinico_oftalmologia191	T3	GPE_NOM	37	54	Sahara Occidental
caso_clinico_oftalmologia191	T4	TRANSPORTE	1701	1709	traslado
cc_tempo13	T1	FAC_NOM	3270	3275	CEDEM
cc_tempo13	T2	FAC_GEN	1171	1177	centro
cc_tempo13	T3	FAC_GEN	8456	8483	centro de Atención Temprana
cc_tempo13	T4	FAC_NOM	3214	3268	Centro Diagnóstico de Enfermedades Moleculares. Madrid
cc_tempo13	T5	DEPARTAMENTO	8512	8543	consulta de Neurología Infantil
cc_tempo13	T6	DEPARTAMENTO	8102	8133	consulta de neurología neonatal
cc_tempo13	T7	GPE_NOM	882	889	Granada
cc_tempo13	T8	GPE_NOM	3985	3992	Granada
cc_tempo13	T9	FAC_NOM	858	878	Hospital San Cecilio
cc_tempo13	T10	FAC_NOM	3910	3959	Instituto de Medicina Genómica (IMEGEN). Valencia
cc_tempo13	T11	GPE_NOM	3262	3268	Madrid
cc_tempo13	T12	DEPARTAMENTO	7336	7356	Servicio de Farmacia
cc_tempo13	T13	DEPARTAMENTO	8615	8635	Servicio de Farmacia
cc_tempo13	T14	TRANSPORTE	1428	1436	traslado
cc_tempo13	T15	DEPARTAMENTO	132	135	UCI
cc_tempo13	T16	DEPARTAMENTO	1442	1454	UCI neonatal
cc_tempo13	T17	DEPARTAMENTO	8582	8610	Unidad de Pacientes Externos
cc_tempo13	T18	GPE_NOM	3951	3959	Valencia
cc_tempo13	T21	DEPARTAMENTO	5854	5864	Incubadora
S0716-10182011000100015-1	T1	FAC_NOM	422	448	Hospital General de México
S0716-10182011000100015-1	T2	FAC_NOM	677	711	Instituto Nacional de Cancerología
S0716-10182011000100015-1	T3	DEPARTAMENTO	3196	3225	unidad de cuidados intensivos
S0716-10182011000100015-1	T4	GPE_NOM	442	448	México
S0716-10182011000100015-1	T6	FAC_GEN	1691	1702	laboratorio
caso_clinico_psiquiatria178	T1	FAC_GEN	91	96	hogar
caso_clinico_psiquiatria178	T2	FAC_GEN	192	211	universidad privada
caso_clinico_psiquiatria178	T3	FAC_GEN	238	257	Universidad pública
butlleti_camfic_585	T1	GPE_GEN	906	923	países tropicales
butlleti_camfic_585	T2	GPE_GEN	906	939	países tropicales y subtropicales
butlleti_camfic_585	T3	GEO_GEN	374	379	playa
S1135-76062009000200004-1	T1	FAC_GEN	2806	2845	Comisaría General de Policía Científica
S1135-76062009000200004-1	T2	FAC_GEN	768	779	dependencia
S1135-76062009000200004-1	T3	FAC_GEN	170	180	descampado
S1135-76062009000200004-1	T4	FAC_GEN	347	352	finca
S1135-76062009000200004-1	T5	FAC_GEN	142	155	finca rústica
S1135-76062009000200004-1	T6	FAC_GEN	439	445	garaje
S1135-76062009000200004-1	T7	FAC_GEN	593	603	habitación
S1135-76062009000200004-1	T8	FAC_GEN	746	756	habitación
S1135-76062009000200004-1	T9	FAC_GEN	915	935	habitación principal
S1135-76062009000200004-1	T10	FAC_GEN	1816	1828	habitaciones
S1135-76062009000200004-1	T11	FAC_GEN	4951	4962	LABORATORIO
S1135-76062009000200004-1	T12	FAC_GEN	3888	3899	laboratorio
S1135-76062009000200004-1	T13	FAC_GEN	4969	4980	laboratorio
S1135-76062009000200004-1	T14	FAC_GEN	4471	4505	Laboratorio de Entomología Forense
S1135-76062009000200004-1	T15	FAC_GEN	5792	5826	Laboratorio de Entomología Forense
S1135-76062009000200004-1	T16	GPE_GEN	2609	2618	localidad
S1135-76062009000200004-1	T17	GPE_NOM	195	219	localidad de Fuenlabrada
S1135-76062009000200004-1	T18	DEPARTAMENTO	4512	4535	Sección de Antropología
S1135-76062009000200004-1	T19	FAC_GEN	385	393	vivienda
S1135-76062009000200004-1	T20	FAC_GEN	467	475	vivienda
S1135-76062009000200004-1	T21	FAC_GEN	899	907	vivienda
S1135-76062009000200004-1	T22	FAC_GEN	1842	1850	vivienda
S1135-76062009000200004-1	T23	FAC_GEN	3373	3381	vivienda
S1135-76062009000200004-1	T24	GPE_NOM	237	263	X: 435399.67, Y:4459644.78
S1135-76062009000200004-1	T25	GPE_NOM	280	323	zona sur de la Comunidad Autónoma de Madrid
casos_clinicos_infecciosas119	T1	GPE_NOM	3128	3147	África subsahariana
casos_clinicos_infecciosas119	T2	COMUNIDAD	2635	2643	africana
casos_clinicos_infecciosas119	T3	FAC_GEN	103	111	hospital
casos_clinicos_infecciosas119	T4	GPE_GEN	3054	3076	regiones subsaharianas
casos_clinicos_infecciosas119	T5	GPE_NOM	385	394	Sudáfrica
casos_clinicos_infecciosas119	T6	DEPARTAMENTO	89	98	Urgencias
casos_clinicos_infecciosas119	T7	TRANSPORTE	1881	1886	viaje
casos_clinicos_infecciosas119	T8	GPE_NOM	2755	2763	Zimbabwe
casos_clinicos_infecciosas119	T9	GEO_GEN	371	381	zona rural
casos_clinicos_infecciosas119	T11	FAC_GEN	1705	1716	laboratorio
32073161_ES	T1	GPE_NOM	1903	1908	China
32073161_ES	T2	GPE_NOM	423	438	ciudad de Wuwei
32073161_ES	T3	TRANSPORTE	442	447	coche
32073161_ES	T4	GPE_NOM	1390	1398	Helsinki
32073161_ES	T5	FAC_NOM	39	64	Hospital Popular de Wuwei
32073161_ES	T6	FAC_NOM	1281	1305	Primer Hospital Asociado
32073161_ES	T7	FAC_NOM	1835	1859	Primer Hospital Asociado
32073161_ES	T8	GPE_NOM	1336	1341	Wanan
32073161_ES	T9	GPE_NOM	1890	1895	Wanan
32073161_ES	T10	GPE_NOM	478	483	Wuhan
32073161_ES	T11	GPE_NOM	1897	1901	Wuhu
32073161_ES	T12	GPE_NOM	59	64	Wuwei
32073161_ES	T16	FAC_NOM	1312	1341	facultad de medicina de Wanan
32073161_ES	T17	FAC_NOM	1866	1895	facultad de medicina de Wanan
caso_clinico_dermatologia109	T1	FAC_GEN	85	90	bazar
caso_clinico_dermatologia109	T3	TRANSPORTE	998	1008	vacaciones
caso_clinico_neurologia147	T1	GPE_NOM	62	68	España
caso_clinico_neurologia147	T2	GPE_NOM	39	47	Paraguay
caso_clinico_neurologia147	T3	DEPARTAMENTO	4491	4494	UCI
caso_clinico_neurologia147	T4	DEPARTAMENTO	4348	4383	Unidad de Cuidados Intensivos (UCI)
caso_clinico_neurologia147	T5	DEPARTAMENTO	4173	4188	Unidad de Ictus
caso_clinico_neurologia147	T6	DEPARTAMENTO	498	507	Urgencias
caso_clinico_neurologia147	T7	DEPARTAMENTO	796	805	Urgencias
butlleti_camfic_93	T1	DEPARTAMENTO	809	826	atención primaria
butlleti_camfic_93	T2	DEPARTAMENTO	889	906	atención primaria
butlleti_camfic_93	T3	DEPARTAMENTO	1993	2010	atención primaria
butlleti_camfic_93	T4	FAC_GEN	195	201	centro
butlleti_camfic_93	T5	FAC_GEN	1837	1843	centro
butlleti_camfic_93	T6	FAC_GEN	427	454	centro de atención primaria
butlleti_camfic_93	T7	DEPARTAMENTO	111	123	dermatología
butlleti_camfic_93	T8	DEPARTAMENTO	362	374	dermatología
butlleti_camfic_93	T9	DEPARTAMENTO	612	624	dermatología
butlleti_camfic_93	T10	DEPARTAMENTO	1297	1309	dermatología
butlleti_camfic_93	T11	DEPARTAMENTO	1973	1985	dermatología
butlleti_camfic_93	T12	DEPARTAMENTO	144	152	servicio
butlleti_camfic_93	T13	DEPARTAMENTO	42	66	servicio de dermatología
butlleti_camfic_93	T14	DEPARTAMENTO	488	516	servicio de teledermatología
butlleti_camfic_93	T17	TRANSPORTE	235	252	visita telemática
caso_clinico_medicina_interna723	T1	GPE_NOM	38	43	Ghana
caso_clinico_medicina_interna723	T2	DEPARTAMENTO	1783	1786	UCI
caso_clinico_medicina_interna723	T3	DEPARTAMENTO	53	62	urgencias
caso_clinico_medicina_interna723	T5	DEPARTAMENTO	1593	1602	consultas
S0376-78922011000200005-1	T1	GPE_NOM	106	112	España
S0376-78922011000200005-1	T2	FAC_NOM	74	96	Hospital 12 de Octubre
S0376-78922011000200005-1	T3	GPE_NOM	98	104	Madrid
S0376-78922011000200005-1	T4	DEPARTAMENTO	41	69	Servicio de Cirugía Plástica
caso_clinico_psiquiatria286	T1	FAC_GEN	1793	1798	calle
caso_clinico_psiquiatria286	T2	FAC_GEN	1944	1948	casa
caso_clinico_psiquiatria286	T3	FAC_GEN	2931	2935	casa
caso_clinico_psiquiatria286	T4	FAC_GEN	5524	5528	casa
caso_clinico_psiquiatria286	T5	FAC_GEN	5758	5762	casa
caso_clinico_psiquiatria286	T6	FAC_GEN	59	89	centro de salud mental de área
caso_clinico_psiquiatria286	T7	FAC_GEN	599	613	centro privado
caso_clinico_psiquiatria286	T8	FAC_GEN	188	206	domicilio familiar
caso_clinico_psiquiatria286	T9	FAC_GEN	861	885	empresa de mantenimiento
caso_clinico_psiquiatria286	T10	FAC_GEN	1461	1485	empresa de mantenimiento
caso_clinico_psiquiatria286	T11	FAC_GEN	347	352	hogar
caso_clinico_psiquiatria286	T12	FAC_GEN	2909	2924	planta inferior
caso_clinico_psiquiatria286	T13	FAC_GEN	1968	1976	trastero
caso_clinico_psiquiatria286	T14	DEPARTAMENTO	3972	3978	unidad
caso_clinico_psiquiatria286	T15	GPE_GEN	355	365	vecindario
caso_clinico_medtropical139	T1	GPE_NOM	185	192	Almería
caso_clinico_medtropical139	T2	GPE_NOM	151	160	Barcelona
caso_clinico_medtropical139	T3	GPE_NOM	121	129	Canarias
caso_clinico_medtropical139	T4	GPE_NOM	84	90	España
caso_clinico_medtropical139	T5	GPE_NOM	102	108	España
caso_clinico_medtropical139	T6	GPE_NOM	298	304	España
caso_clinico_medtropical139	T7	GPE_NOM	44	48	Mali
caso_clinico_medtropical139	T8	TRANSPORTE	112	118	patera
caso_clinico_medtropical139	T9	GPE_GEN	209	216	su país
caso_clinico_medtropical139	T10	TRANSPORTE	174	182	trasladó
S0325-00752009000100013-1	T1	GEO_GEN	44	54	área rural
S0325-00752009000100013-1	T2	GPE_NOM	4235	4247	Buenos Aires
S0325-00752009000100013-1	T3	DEPARTAMENTO	118	126	consulta
S0325-00752009000100013-1	T4	DEPARTAMENTO	1176	1195	cuidados intensivos
S0325-00752009000100013-1	T5	GPE_NOM	59	79	departamento Ledesma
S0325-00752009000100013-1	T6	FAC_NOM	4161	4231	"Instituto Nacional de Enfermedades Infecciosas ""Dr. Carlos G. Malbrán"""
S0325-00752009000100013-1	T7	FAC_GEN	624	635	laboratorio
S0325-00752009000100013-1	T8	FAC_GEN	1318	1329	laboratorio
S0325-00752009000100013-1	T9	FAC_GEN	2245	2256	laboratorio
S0325-00752009000100013-1	T10	FAC_GEN	2807	2818	laboratorio
S0325-00752009000100013-1	T11	GPE_NOM	81	99	provincia de Jujuy
32292053_ES	T1	GPE_GEN	777	783	barrio
32292053_ES	T2	GPE_NOM	217	222	China
32292053_ES	T3	FAC_GEN	494	502	hospital
32292053_ES	T4	FAC_GEN	578	586	hospital
32292053_ES	T5	FAC_GEN	5001	5009	hospital
32292053_ES	T6	FAC_GEN	5826	5834	hospital
32292053_ES	T7	FAC_NOM	160	209	Hospital Maternoinfantil de la provincia de Hubei
32292053_ES	T8	GPE_NOM	869	875	Huanan
32292053_ES	T9	FAC_GEN	947	954	mercado
32292053_ES	T10	FAC_GEN	837	865	mercado mayorista de marisco
32292053_ES	T11	GPE_NOM	191	209	provincia de Hubei
32292053_ES	T12	DEPARTAMENTO	395	416	servicio de urgencias
32292053_ES	T13	DEPARTAMENTO	112	153	unidad de cuidados intensivos pediátricos
32292053_ES	T14	GPE_GEN	986	996	vecindario
32292053_ES	T15	GPE_NOM	211	216	Wuhan
32292053_ES	T16	GPE_NOM	880	885	Wuhan
caso_clinico_dermatologia642	T1	FAC_GEN	337	346	balneario
caso_clinico_dermatologia642	T2	FAC_GEN	135	154	centro hospitalario
caso_clinico_dermatologia642	T3	GPE_GEN	353	362	comunidad
caso_clinico_dermatologia642	T4	DEPARTAMENTO	587	599	Dermatología
caso_clinico_psiquiatria441	T1	FAC_GEN	258	262	casa
caso_clinico_psiquiatria441	T2	DEPARTAMENTO	362	387	consulta de su psiquiatra
caso_clinico_psiquiatria441	T3	FAC_GEN	391	394	CSM
caso_clinico_psiquiatria441	T4	FAC_GEN	109	116	recurso
caso_clinico_psiquiatria441	T9	FAC_GEN	2109	2113	piso
caso_clinico_psiquiatria441	T10	FAC_GEN	804	817	piso tutelado
caso_clinico_psiquiatria441	T11	GPE_NOM	764	774	Pontevedra
caso_clinico_psiquiatria441	T12	DEPARTAMENTO	1128	1134	Unidad
caso_clinico_psiquiatria441	T13	FAC_NOM	1038	1050	USMC Cartuja
cc_onco282	T1	GPE_NOM	49	54	Getxo
caso_clinico_medtropical21	T1	FAC_GEN	441	452	Laboratorio
caso_clinico_medtropical21	T2	FAC_GEN	390	401	laboratorio
caso_clinico_medtropical21	T3	FAC_GEN	1139	1150	laboratorio
caso_clinico_medtropical21	T4	FAC_GEN	214	242	Laboratorio de Salud Pública
caso_clinico_medtropical21	T5	FAC_GEN	412	440	Laboratorio de Salud Pública
caso_clinico_medtropical21	T6	FAC_GEN	1191	1219	Laboratorio de Salud Pública
caso_clinico_medtropical21	T7	FAC_GEN	478	503	Laboratorio Salud Pública
caso_clinico_medtropical21	T9	FAC_GEN	1040	1051	policlínica
caso_clinico_medtropical21	T10	FAC_GEN	81	108	policlínica de infectología
caso_clinico_medtropical21	T12	GPE_GEN	27	41	norte del país
caso_clinico_oftalmologia170	T1	GPE_NOM	736	738	CA
caso_clinico_oftalmologia170	T2	GPE_NOM	728	734	Dublin
caso_clinico_oftalmologia170	T3	GPE_NOM	594	600	Koeniz
caso_clinico_oftalmologia170	T4	GPE_NOM	602	607	Suiza
caso_clinico_oftalmologia170	T5	GPE_NOM	740	743	USA
caso_clinico_oftalmologia170	T7	DEPARTAMENTO	1009	1015	unidad
S0716-10182012000200017-1	T1	GPE_NOM	28	40	Buenos Aires
S0716-10182012000200017-1	T2	GPE_GEN	114	120	ciudad
S0716-10182012000200017-1	T3	GPE_NOM	328	336	La Plata
S0716-10182012000200017-1	T4	FAC_GEN	1172	1183	laboratorio
S0716-10182012000200017-1	T5	FAC_NOM	308	324	Sanatorio IPENSA
S0716-10182012000200017-1	T6	TRANSPORTE	95	101	viajes
S0210-48062006000100015-1	T1	FAC_NOM	61	76	Hospital POVISA
S0210-48062006000100015-1	T2	DEPARTAMENTO	36	56	Servicio de Urología
S1130-52742017000100006-1	T1	GPE_NOM	2303	2311	Alemania
S1130-52742017000100006-1	T2	FAC_GEN	3328	3334	calles
S1130-52742017000100006-1	T3	FAC_GEN	4343	4349	cárcel
S1130-52742017000100006-1	T4	FAC_GEN	3447	3451	casa
S1130-52742017000100006-1	T5	FAC_GEN	4212	4219	colegio
S1130-52742017000100006-1	T6	COMUNIDAD	149	159	dominicana
S1130-52742017000100006-1	T7	GPE_NOM	661	667	España
S1130-52742017000100006-1	T8	GPE_NOM	2290	2296	España
S1130-52742017000100006-1	T9	GPE_NOM	3551	3557	España
S1130-52742017000100006-1	T10	IDIOMA	4795	4803	española
S1130-52742017000100006-1	T11	IDIOMA	5407	5415	española
S1130-52742017000100006-1	T12	TRANSPORTE	4198	4207	excursión
S1130-52742017000100006-1	T13	GPE_GEN	3642	3652	extranjero
S1130-52742017000100006-1	T14	FAC_GEN	4250	4255	hogar
S1130-52742017000100006-1	T15	GPE_NOM	3670	3677	Holanda
S1130-52742017000100006-1	T16	GPE_NOM	4085	4092	Holanda
S1130-52742017000100006-1	T17	FAC_NOM	42	71	Hospital Dr. Rodríguez Lafora
S1130-52742017000100006-1	T18	GPE_NOM	75	81	Madrid
S1130-52742017000100006-1	T19	FAC_GEN	3756	3767	noveno piso
S1130-52742017000100006-1	T20	GPE_NOM	3338	3351	Santo Domingo
S1130-52742017000100006-1	T21	DEPARTAMENTO	6	37	unidad de hospitalización breve
S1130-52742017000100006-1	T22	TRANSPORTE	2324	2329	viaje
casos_clinicos_cardiologia207	T1	FAC_GEN	970	976	centro
casos_clinicos_cardiologia207	T2	FAC_GEN	3274	3280	centro
casos_clinicos_cardiologia207	T3	FAC_GEN	3900	3906	centro
casos_clinicos_cardiologia207	T4	FAC_GEN	4004	4010	centro
casos_clinicos_cardiologia207	T5	FAC_GEN	4772	4792	centro de referencia
casos_clinicos_cardiologia207	T6	DEPARTAMENTO	4940	4956	cirugía cardiaca
casos_clinicos_cardiologia207	T7	DEPARTAMENTO	4977	4992	cirugía general
casos_clinicos_cardiologia207	T8	DEPARTAMENTO	4958	4974	cirugía torácica
casos_clinicos_cardiologia207	T9	FAC_GEN	758	767	domicilio
casos_clinicos_cardiologia207	T10	DEPARTAMENTO	475	486	ginecología
casos_clinicos_cardiologia207	T16	GPE_NOM	125	129	León
casos_clinicos_cardiologia207	T17	GEO_GEN	151	162	medio rural
casos_clinicos_cardiologia207	T18	DEPARTAMENTO	5222	5243	planta de cardiología
casos_clinicos_cardiologia207	T19	DEPARTAMENTO	4892	4902	radiología
casos_clinicos_cardiologia207	T20	DEPARTAMENTO	1169	1190	servicio de urgencias
casos_clinicos_cardiologia207	T21	DEPARTAMENTO	4866	4890	servicios de cardiología
casos_clinicos_cardiologia207	T22	TRANSPORTE	3881	3889	traslado
casos_clinicos_cardiologia207	T23	DEPARTAMENTO	5580	5596	unidad coronaria
casos_clinicos_cardiologia207	T24	DEPARTAMENTO	4904	4938	unidad de enfermedades infecciosas
casos_clinicos_cardiologia207	T25	DEPARTAMENTO	3930	3978	unidad multidisciplinar de hipertensión pulmonar
casos_clinicos_cardiologia207	T28	FAC_GEN	500	522	hospital de referencia
casos_clinicos_cardiologia207	T29	FAC_GEN	1197	1219	hospital de referencia
casos_clinicos_cardiologia207	T30	FAC_GEN	2183	2205	hospital de referencia
casos_clinicos_cardiologia207	T31	FAC_GEN	2328	2350	hospital de referencia
casos_clinicos_cardiologia207	T32	FAC_GEN	2975	2997	hospital de referencia
caso_clinico_medicina_interna840	T1	FAC_GEN	385	398	casa de campo
caso_clinico_medicina_interna840	T2	DEPARTAMENTO	91	100	Urgencias
casos_clinicos_infecciosas45	T1	FAC_GEN	386	392	centro
casos_clinicos_infecciosas45	T2	GPE_GEN	981	987	ciudad
casos_clinicos_infecciosas45	T3	DEPARTAMENTO	998	1006	consulta
casos_clinicos_infecciosas45	T4	GPE_NOM	1134	1140	Madrid
casos_clinicos_infecciosas45	T5	GPE_NOM	5559	5565	Madrid
casos_clinicos_infecciosas45	T6	DEPARTAMENTO	2088	2117	Servicio de Aparato Digestivo
casos_clinicos_infecciosas45	T7	DEPARTAMENTO	233	264	Unidad de agudos de Psiquiatría
